grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.11984.35;University of Strathclyde;1796;NULL;http://en.wikipedia.org/wiki/University_of_Strathclyde;http://www.strath.ac.uk/
grid.12026.37;Cranfield University;1993;NULL;http://en.wikipedia.org/wiki/Cranfield_University;http://www.cranfield.ac.uk/
grid.12056.30;Ştefan cel Mare University of Suceava;1990;NULL;http://en.wikipedia.org/wiki/%C8%98tefan_cel_Mare_University_of_Suceava;http://www.usv.ro/index.php/en
grid.12082.39;University of Sussex;1961;NULL;http://en.wikipedia.org/wiki/University_of_Sussex;http://www.sussex.ac.uk/
grid.12104.36;University of Eswatini;1982;NULL;http://en.wikipedia.org/wiki/University_of_Swaziland;http://www.uniswa.sz/
grid.121334.6;University of Montpellier;1289;NULL;https://en.wikipedia.org/wiki/University_of_Montpellier;http://www.umontpellier.fr/en/
grid.12136.37;Tel Aviv University;1956;NULL;http://en.wikipedia.org/wiki/Tel_Aviv_University;http://english.tau.ac.il/
grid.12148.3e;Federico Santa María Technical University;1929;NULL;http://en.wikipedia.org/wiki/Federico_Santa_Mar%C3%ADa_Technical_University;http://www.usm.cl/
grid.12155.32;Hasselt University;1971;NULL;http://en.wikipedia.org/wiki/University_of_Hasselt;http://www.uhasselt.be/en
grid.121559.b;Instituto Superior de Ciências Educativas;1984;NULL;https://en.wikipedia.org/wiki/Instituto_Superior_de_Ci%C3%AAncias_Educativas;http://www.ice.edu.pt/
grid.12284.3d;Democritus University of Thrace;1974;NULL;http://en.wikipedia.org/wiki/Democritus_University_of_Thrace;http://duth.gr/index.en.shtml
grid.12295.3d;Tilburg University;1927;NULL;http://en.wikipedia.org/wiki/Tilburg_University;https://www.tilburguniversity.edu/
grid.12306.36;University of Tirana;1957;NULL;http://en.wikipedia.org/wiki/University_of_Tirana;http://www.unitir.edu.al/
grid.12316.37;University of Montenegro;1974;NULL;http://en.wikipedia.org/wiki/University_of_Montenegro;http://www.ucg.ac.me/eng/
grid.12319.38;University of Abou Bekr Belkaïd;1974;NULL;http://en.wikipedia.org/wiki/University_of_Abou_Bekr_Belka%C3%AFd;http://www.univ-tlemcen.dz/
grid.12332.31;Lappeenranta University of Technology;1969;NULL;http://en.wikipedia.org/wiki/Lappeenranta_University_of_Technology;http://www.lut.fi/web/en
grid.12341.35;University of Trás-os-Montes and Alto Douro;1986;NULL;http://en.wikipedia.org/wiki/University_of_Tr%C3%A1s-os-Montes_and_Alto_Douro;http://www.utad.pt/vEN/Pages/HomepageUtad.aspx
grid.12361.37;Nottingham Trent University;1992;NULL;http://en.wikipedia.org/wiki/Nottingham_Trent_University;http://www.ntu.ac.uk/
grid.12362.34;University of Wales Trinity Saint David;2010;NULL;http://en.wikipedia.org/wiki/University_of_Wales_Trinity_Saint_David;http://www.uwtsd.ac.uk/
grid.12364.32;University of Lomé;1970;NULL;http://en.wikipedia.org/wiki/University_of_Lom%C3%A9;http://www.univ-lome.tg/
grid.12366.30;François Rabelais University;1969;NULL;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Rabelais_University;http://www.univ-tours.fr/
grid.123763.2;Instituto Superior de Gestão;1978;NULL;https://en.wikipedia.org/wiki/Instituto_Superior_de_Gest%C3%A3o;http://www.isg.pt/en/
grid.12380.38;VU Amsterdam;1880;NULL;http://en.wikipedia.org/wiki/VU_University_Amsterdam;http://www.vu.nl/en/
grid.12391.38;University of Trier;1970;NULL;http://en.wikipedia.org/wiki/University_of_Trier;https://www.uni-trier.de/
grid.12477.37;University of Brighton;1859;NULL;http://en.wikipedia.org/wiki/University_of_Brighton;http://www.brighton.ac.uk/
grid.12525.31;National University of Trujillo;1824;NULL;https://en.wikipedia.org/wiki/National_University_of_Trujillo;http://www.unitru.edu.pe/
grid.12527.33;Tsinghua University;1911;NULL;http://en.wikipedia.org/wiki/Tsinghua_University;http://www.tsinghua.edu.cn/publish/newthuen/
grid.12574.35;Tunis El Manar University;2000;NULL;http://en.wikipedia.org/wiki/Tunis_El_Manar_University;http://www.utm.rnu.tn/utm/fr/
grid.12597.38;Tuscia University;1979;NULL;http://en.wikipedia.org/wiki/Tuscia_University;http://www3.unitus.it/
grid.12611.35;Université de Toulon;1979;NULL;http://en.wikipedia.org/wiki/University_of_the_South,_Toulon-Var;http://www.univ-tln.fr/
grid.12641.30;University of Ulster;1968;NULL;http://en.wikipedia.org/wiki/Ulster_University;http://www.ulster.ac.uk/
grid.12650.30;Umeå University;1965;NULL;http://en.wikipedia.org/wiki/Ume%C3%A5_University;http://www.umu.se/english
grid.127050.1;Canterbury Christ Church University;1962;NULL;http://en.wikipedia.org/wiki/Canterbury_Christ_Church_University;http://www.canterbury.ac.uk/
grid.127098.5;University of Economics in Bratislava;1940;NULL;http://en.wikipedia.org/wiki/University_of_Economics_in_Bratislava;http://www.euba.sk/
grid.12711.34;University of Urbino;1506;NULL;http://en.wikipedia.org/wiki/University_of_Urbino;http://www.uniurb.it/it/portale/index.php?mist_id=0&lang=IT&tipo=IST&page=0
grid.127854.d;University College Odisee;2014;NULL;NULL;https://www.odisee.be/en
grid.12799.34;Universidade Federal de Viçosa;1922;NULL;http://en.wikipedia.org/wiki/Universidade_Federal_de_Vi%C3%A7osa;http://www.ufv.br/
grid.12810.3a;University of Valenciennes and Hainaut-Cambresis;1964;NULL;http://en.wikipedia.org/wiki/University_of_Valenciennes_and_Hainaut-Cambresis;http://www.univ-valenciennes.fr/
grid.12832.3a;Versailles Saint-Quentin-en-Yvelines University;1991;NULL;http://en.wikipedia.org/wiki/Versailles_Saint-Quentin-en-Yvelines_University;http://www.uvsq.fr/
grid.12847.38;University of Warsaw;1816;NULL;http://en.wikipedia.org/wiki/University_of_Warsaw;http://en.uw.edu.pl/
grid.12896.34;University of Westminster;1838;NULL;http://en.wikipedia.org/wiki/University_of_Westminster;http://www.westminster.ac.uk/
grid.12916.3d;University of the West Indies;1948;NULL;http://en.wikipedia.org/wiki/University_of_the_West_Indies;http://www.mona.uwi.edu/
grid.12955.3a;Xiamen University;1921;NULL;http://en.wikipedia.org/wiki/Xiamen_University;http://std.xmu.edu.cn/std_en/
grid.129553.9;Szent István University;2000;NULL;http://en.wikipedia.org/wiki/Szent_Istv%C3%A1n_University;http://sziu.hu/
grid.12981.33;Sun Yat-sen University;1924;NULL;http://en.wikipedia.org/wiki/Sun_Yat-sen_University;http://www.sysu.edu.cn/2012/en/index.htm
grid.12984.36;University of Zambia;1966;NULL;http://en.wikipedia.org/wiki/University_of_Zambia;https://www.unza.zm/
grid.13001.33;University of Zimbabwe;1952;NULL;http://en.wikipedia.org/wiki/University_of_Zimbabwe;http://www.uz.ac.zw/
grid.13063.37;London School of Economics and Political Science;1895;NULL;http://en.wikipedia.org/wiki/London_School_of_Economics;http://www.lse.ac.uk/home.aspx
grid.13097.3c;King's College London;1829;NULL;http://en.wikipedia.org/wiki/King's_College_London;http://www.kcl.ac.uk/index.aspx
grid.131063.6;University of Notre Dame;1842;NULL;http://en.wikipedia.org/wiki/University_of_Notre_Dame;https://www.nd.edu/
grid.13252.37;Wroclaw University of Economics and Business;1947;NULL;https://en.wikipedia.org/wiki/Wroc%C5%82aw_University_of_Economics;http://www.ue.wroc.pl/
grid.13276.31;Warsaw University of Life Sciences;1816;NULL;http://en.wikipedia.org/wiki/Warsaw_University_of_Life_Sciences;http://www.sggw.pl/en/
grid.13291.38;Sichuan University;1740;NULL;http://en.wikipedia.org/wiki/Sichuan_University;http://www.scu.edu.cn/en/
grid.133342.4;University of California, Santa Barbara;1891;NULL;http://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara;http://www.ucsb.edu/
grid.13339.3b;Medical University of Warsaw;1950;NULL;https://en.wikipedia.org/wiki/Medical_University_of_Warsaw;http://www.wum.edu.pl/english/
grid.133800.9;Al-Azhar University – Gaza;1991;NULL;http://en.wikipedia.org/wiki/Al-Azhar_University_%E2%80%93_Gaza;http://www.alazhar.edu.ps/eng/
grid.13394.3c;Xinjiang Medical University;1956;NULL;https://en.wikipedia.org/wiki/Xinjiang_Medical_University;http://www.xjmu.edu.cn/
grid.13402.34;Zhejiang University;1897;NULL;http://en.wikipedia.org/wiki/Zhejiang_University;http://www.zju.edu.cn/english/
grid.134563.6;University of Arizona;1885;NULL;http://en.wikipedia.org/wiki/University_of_Arizona;http://www.arizona.edu/
grid.134907.8;Rockefeller University;1901;NULL;http://en.wikipedia.org/wiki/Rockefeller_University;http://www.rockefeller.edu/
grid.134936.a;University of Missouri;1839;NULL;http://en.wikipedia.org/wiki/University_of_Missouri;http://missouri.edu/
grid.135963.b;University of Wyoming;1886;NULL;http://en.wikipedia.org/wiki/University_of_Wyoming;http://www.uwyo.edu/
grid.136304.3;Chiba University;1949;NULL;http://en.wikipedia.org/wiki/Chiba_University;http://www.chiba-u.ac.jp/e/
grid.136593.b;Osaka University;1724;NULL;http://en.wikipedia.org/wiki/Osaka_University;http://www.osaka-u.ac.jp/en
grid.136594.c;Tokyo University of Agriculture and Technology;1949;NULL;http://en.wikipedia.org/wiki/Tokyo_University_of_Agriculture_and_Technology;http://www.tuat.ac.jp/en/
grid.13719.3d;National Mining University of Ukraine;1899;NULL;https://en.wikipedia.org/wiki/National_Mining_University_of_Ukraine;http://www.nmu.org.ua/en/
grid.1374.1;University of Turku;1920;NULL;http://en.wikipedia.org/wiki/University_of_Turku;http://www.utu.fi/en/Pages/home.aspx
grid.137628.9;New York University;1831;NULL;http://en.wikipedia.org/wiki/New_York_University;http://www.nyu.edu/
grid.13797.3b;Åbo Akademi University;1918;NULL;http://en.wikipedia.org/wiki/%C3%85bo_Akademi_University;http://www.abo.fi/public/en/
grid.13825.3d;Universidad Internacional De La Rioja;2009;NULL;NULL;http://www.unir.net/
grid.13856.39;Rzeszów University;2001;NULL;http://en.wikipedia.org/wiki/Rzesz%C3%B3w_University;http://www.ur.edu.pl/en
grid.139596.1;University of Prince Edward Island;1969;NULL;http://en.wikipedia.org/wiki/University_of_Prince_Edward_Island;http://home.upei.ca/
grid.13992.30;Weizmann Institute of Science;1934;NULL;https://en.wikipedia.org/wiki/Weizmann_Institute_of_Science;http://www.weizmann.ac.il/pages/
grid.14001.34;École Centrale Paris;1829;NULL;https://en.wikipedia.org/wiki/%C3%89cole_Centrale_Paris;http://www.ecp.fr/
grid.14003.36;University of Wisconsin–Madison;1848;NULL;http://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Madison;http://www.wisc.edu/
grid.14004.31;West University of Timişoara;1962;NULL;http://en.wikipedia.org/wiki/West_University_of_Timi%C8%99oara;http://www.uvt.ro/en/
grid.14005.30;Chonnam National University;1952;NULL;http://en.wikipedia.org/wiki/Chonnam_National_University;http://global.jnu.ac.kr/jnumain.aspx
grid.14013.37;University of Iceland;1911;NULL;http://en.wikipedia.org/wiki/University_of_Iceland;http://english.hi.is/
grid.140139.e;National Institute for Environmental Studies;2001;NULL;https://en.wikipedia.org/wiki/National_Institute_for_Environmental_Studies;https://www.nies.go.jp/
grid.14095.39;Freie Universität Berlin;1948;NULL;http://en.wikipedia.org/wiki/Free_University_of_Berlin;http://www.fu-berlin.de/en/
grid.14263.32;Astrakhan State Technical University;1930;NULL;https://en.wikipedia.org/wiki/Astrakhan_State_Technical_University;http://www.astu.org/
grid.14329.3d;Klaipėda University;1991;NULL;http://en.wikipedia.org/wiki/Klaip%C4%97da_University;http://www.ku.lt/
grid.14352.31;Mustafa Kemal University;1992;NULL;http://en.wikipedia.org/wiki/Mustafa_Kemal_University;http://www.mku.edu.tr/index.php?lang=en
grid.143640.4;University of Victoria;1963;NULL;http://en.wikipedia.org/wiki/University_of_Victoria;http://www.uvic.ca/
grid.143643.7;Tokyo University of Science;1881;NULL;http://en.wikipedia.org/wiki/Tokyo_University_of_Science;https://www.tus.ac.jp/en/
grid.144022.1;North West Agriculture and Forestry University;1934;NULL;http://en.wikipedia.org/wiki/Northwest_A%26F_University;http://english.nwsuaf.edu.cn/
grid.14440.35;Yarmouk University;1976;NULL;http://en.wikipedia.org/wiki/Yarmouk_University;https://www.yu.edu.jo/en/
grid.14442.37;Hacettepe University;1967;NULL;http://en.wikipedia.org/wiki/Hacettepe_University;https://www.hacettepe.edu.tr/english/
grid.14476.30;Lomonosov Moscow State University;1755;NULL;http://en.wikipedia.org/wiki/Moscow_State_University;http://www.msu.ru/en/
grid.14509.39;University of South Bohemia in České Budějovice;1991;NULL;http://en.wikipedia.org/wiki/University_of_South_Bohemia_in_%C4%8Cesk%C3%A9_Bud%C4%9Bjovice;http://www.jcu.cz/?set_language=en
grid.145695.a;Chang Gung University;1987;NULL;http://en.wikipedia.org/wiki/Chang_Gung_University;http://www.cgu.edu.tw/
grid.146189.3;Liverpool Hope University;1844;NULL;http://en.wikipedia.org/wiki/Liverpool_Hope_University;http://www.hope.ac.uk/
grid.14709.3b;McGill University;1821;NULL;http://en.wikipedia.org/wiki/McGill_University;http://www.mcgill.ca/
grid.14724.34;University of Deusto;1886;NULL;http://en.wikipedia.org/wiki/University_of_Deusto;http://www.deusto.es/cs/Satellite/deusto/es/home-deusto
grid.147455.6;Carnegie Mellon University;1900;NULL;http://en.wikipedia.org/wiki/Carnegie_Mellon_University;http://www.cmu.edu/index.shtml
grid.148374.d;Massey University;1927;NULL;http://en.wikipedia.org/wiki/Massey_University;http://www.massey.ac.nz/
grid.14848.31;University of Montreal;1878;NULL;http://en.wikipedia.org/wiki/Universit%C3%A9_de_Montr%C3%A9al;http://www.umontreal.ca/english/
grid.14868.33;London Business School;1964;NULL;http://en.wikipedia.org/wiki/London_Business_School;https://www.london.edu/
grid.14906.3a;Panteion University;1927;NULL;http://en.wikipedia.org/wiki/Panteion_University;http://www.panteion.gr/
grid.15034.33;University of Bedfordshire;1882;NULL;http://en.wikipedia.org/wiki/University_of_Bedfordshire;http://www.beds.ac.uk/
grid.15043.33;University of Lleida;1297;NULL;http://en.wikipedia.org/wiki/University_of_Lleida;http://www.udl.es/
grid.15078.3b;Jacobs University;2001;NULL;http://en.wikipedia.org/wiki/Jacobs_University_Bremen;https://www.jacobs-university.de/
grid.15140.31;École Normale Supérieure de Lyon;1880;NULL;http://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Lyon;http://www.ens-lyon.eu/ecole-normale-superieure-de-lyon-accueil-77247.kjsp
grid.15227.33;Slovak University of Agriculture;1941;NULL;http://en.wikipedia.org/wiki/Slovak_University_of_Agriculture;http://www.uniag.sk/en/
grid.152326.1;Vanderbilt University;1873;NULL;http://en.wikipedia.org/wiki/Vanderbilt_University;http://www.vanderbilt.edu/
grid.15276.37;University of Florida;1853;NULL;http://en.wikipedia.org/wiki/University_of_Florida;http://www.ufl.edu/
grid.15363.32;National Polytechnic Institute of Toulouse;1969;NULL;https://en.wikipedia.org/wiki/National_Polytechnic_Institute_of_Toulouse;http://www.inp-toulouse.fr/fr/index.html
grid.15399.37;Institut National des Sciences Appliquées de Lyon;1957;NULL;https://en.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Lyon;http://www.insa-lyon.fr/
grid.15401.31;École Centrale de Lyon;1857;NULL;https://en.wikipedia.org/wiki/%C3%89cole_centrale_de_Lyon;http://www.ec-lyon.fr/en
grid.15444.30;Yonsei University;1885;NULL;http://en.wikipedia.org/wiki/Yonsei_University;http://www.yonsei.ac.kr/eng/
grid.15447.33;St Petersburg University;1724;NULL;https://en.wikipedia.org/wiki/Saint_Petersburg_State_University;http://spbu.ru/
grid.15449.3d;Pablo de Olavide University;1997;NULL;http://en.wikipedia.org/wiki/Pablo_de_Olavide_University;http://www.upo.es/portal/impe/web/portada
grid.15462.34;Danube University Krems;1994;NULL;http://en.wikipedia.org/wiki/Danube_University_Krems;http://www.donau-uni.ac.at/en/index.php
grid.15496.3f;Vita-Salute San Raffaele University;1996;NULL;http://en.wikipedia.org/wiki/Vita-Salute_San_Raffaele_University;http://www.unisr.it/
grid.155203.0;California State Polytechnic University;1938;NULL;http://en.wikipedia.org/wiki/California_State_Polytechnic_University,_Pomona;http://www.cpp.edu/
grid.15538.3a;Kingston University;1899;NULL;http://en.wikipedia.org/wiki/Kingston_University;http://www.kingston.ac.uk/
grid.15596.3e;Dublin City University;1975;NULL;http://en.wikipedia.org/wiki/Dublin_City_University;http://www.dcu.ie/
grid.15653.34;University of Bamako;1996;NULL;http://en.wikipedia.org/wiki/University_of_Bamako;http://um.edu.ml/
grid.15711.33;European University Institute;1976;NULL;http://en.wikipedia.org/wiki/European_University_Institute;http://www.eui.eu/
grid.15736.36;ESPCI Paris;1882;NULL;https://en.wikipedia.org/wiki/ESPCI_ParisTech;http://www.espci.fr/en/
grid.15751.37;University of Huddersfield;1825;NULL;http://en.wikipedia.org/wiki/University_of_Huddersfield;http://www.hud.ac.uk/
grid.15756.30;University of the West of Scotland;2007;NULL;http://en.wikipedia.org/wiki/University_of_the_West_of_Scotland;http://www.uws.ac.uk/home/
grid.15775.31;University of St. Gallen;1898;NULL;http://en.wikipedia.org/wiki/University_of_St._Gallen;http://www.es.unisg.ch/en/
grid.15781.3a;Paul Sabatier University;1229;NULL;http://en.wikipedia.org/wiki/Paul_Sabatier_University;http://www.univ-tlse3.fr/
grid.15788.33;Vienna University of Economics and Business;1898;NULL;http://en.wikipedia.org/wiki/Vienna_University_of_Economics_and_Business;http://www.wu.ac.at/en/
grid.157927.f;Universitat Politècnica de València;1971;NULL;http://en.wikipedia.org/wiki/Polytechnic_University_of_Valencia;http://www.upv.es/
