grid_id	(No column name)
grid.443880.3	1
grid.421934.9	1
grid.470522.6	29
grid.470274.2	7
grid.509784.7	4
grid.491295.2	4
grid.504540.0	2
grid.500167.5	2
grid.462520.7	35
grid.509508.1	324
grid.433743.4	257
grid.491210.f	60
grid.484753.9	84
grid.47894.36	12540
grid.495842.6	9
grid.419580.1	2
grid.488127.0	1
grid.512630.3	2
grid.499916.a	6
grid.298366.0	41
grid.511991.4	31
grid.491189.c	25
grid.426566.5	13
grid.427709.f	91
grid.506939.0	336
grid.414711.6	862
grid.415436.1	483
grid.259828.c	9571
grid.508787.5	13
grid.452887.4	94
grid.488099.4	2
grid.506845.a	1
grid.453155.3	4
grid.497665.f	2
grid.437188.1	1
grid.507184.f	6
grid.457958.2	6
grid.488757.1	14
grid.507309.8	4
grid.489292.c	1
grid.509522.9	3
grid.429336.9	182
grid.481991.c	32
grid.444594.c	14
grid.482850.3	4
grid.445741.7	7
grid.500660.5	1
grid.474928.4	5
grid.462067.1	2
grid.495292.1	3
grid.477052.3	24
grid.461768.a	63
grid.422146.7	3
grid.450559.8	26
grid.484515.9	36
grid.254189.3	11
grid.496596.1	9
grid.436698.6	27
grid.417869.5	43
grid.416727.1	25
grid.511554.1	55
grid.440661.1	5048
grid.417605.1	100
grid.469508.6	8
grid.419984.9	88
grid.414182.a	97
grid.415144.1	76
grid.493226.8	1
grid.436993.2	1
grid.414590.d	1
grid.448807.7	63
grid.430235.3	11
grid.445895.1	41
grid.465019.f	50
grid.507865.9	9
grid.414693.d	15
grid.512763.4	69
grid.509662.e	277
grid.425492.c	184
grid.449431.f	68
grid.415418.d	44
grid.502754.1	15
grid.461568.8	1
grid.477785.e	1
grid.441801.8	1
grid.253109.c	73
grid.426401.5	6
grid.453147.0	18
grid.499148.9	9
grid.480397.1	12
grid.430970.9	14
grid.4561.6	151
grid.511002.7	350
grid.478479.1	38
grid.11046.32	1236
grid.418008.5	425
grid.416414.2	28
grid.453484.a	3
grid.441926.c	1
grid.427578.b	1
grid.439720.b	2
grid.511971.a	17
grid.458126.c	2
grid.466164.7	3
grid.511417.7	2
grid.507673.0	4
grid.414748.a	10
grid.28703.3e	9462
grid.417048.e	6
grid.459478.3	91
grid.419300.f	38
grid.490445.8	20
grid.490637.f	3
grid.77321.30	863
grid.415435.2	51
grid.454868.3	1442
grid.446088.6	1941
grid.496567.f	17
grid.476851.9	14
grid.454805.8	5
grid.512971.9	5
grid.484451.8	1
grid.433049.9	2
grid.432904.8	1
grid.505306.5	1
grid.417416.1	15
grid.423497.f	4
grid.504953.e	1
grid.463776.7	17
grid.497269.7	3
grid.442403.5	3
grid.437482.e	33
grid.488531.3	36
grid.490632.a	14
grid.465427.6	9
grid.427853.f	2
grid.439348.1	2
grid.437205.7	46
grid.483409.2	31
grid.438998.7	14
grid.445243.0	2
grid.502489.2	12
grid.501802.e	52
grid.432437.5	297
grid.470550.3	111
grid.425869.4	125
grid.18376.3b	2738
grid.418161.b	828
grid.484406.a	1082
grid.468754.c	1
grid.506843.c	1
grid.436713.4	7
grid.476456.2	3
grid.4947.e	6
grid.436847.a	1
grid.442825.d	2
grid.475566.3	3
grid.493456.9	5
grid.480006.a	10
grid.440586.b	20
grid.500106.2	5
grid.457198.6	11
grid.471754.4	5
grid.411224.0	772
grid.411154.4	3101
grid.430864.d	122
grid.444424.6	372
grid.507271.6	40
grid.423947.f	39
grid.413027.3	667
grid.21354.31	311
grid.449334.d	73
grid.510516.6	39
grid.488239.c	118
grid.449330.9	203
grid.450780.e	2
grid.507242.6	3
grid.479900.3	2
grid.414144.0	29
grid.505742.1	6
grid.500364.4	3
grid.423776.3	5
grid.507819.2	131
grid.497096.5	8
grid.462542.3	133
grid.443179.c	198
grid.433654.3	22
grid.499343.0	45
grid.411835.a	454
grid.488782.9	4
grid.512167.6	67
grid.481815.1	100
grid.485118.1	9
grid.463763.3	208
grid.480203.d	2
grid.437920.b	1
grid.479287.7	2
grid.485440.9	1
grid.509921.6	1
grid.454010.4	38
grid.468837.6	2
grid.445122.4	3
grid.461880.3	1
grid.512666.0	12
grid.428992.c	11
grid.411727.6	1717
grid.433120.7	90
grid.433113.7	13
grid.492650.c	22
grid.495279.4	48
grid.443000.3	41
grid.432019.d	61
grid.464810.f	27
grid.503281.d	349
grid.418709.3	316
grid.412558.f	1837
grid.411795.f	1659
grid.438455.b	21
grid.413604.4	29
grid.470922.a	14
grid.511243.0	9
grid.428953.1	1
grid.491792.0	2
grid.412664.3	575
grid.415573.1	86
grid.14587.3f	169
grid.497428.4	53
grid.488638.9	61
grid.491389.e	69
grid.280625.b	573
grid.445672.6	164
grid.425251.5	59
grid.411742.5	1778
grid.1037.5	3908
grid.64924.3d	23135
grid.437710.6	5
grid.506882.1	2
grid.462322.3	3
grid.477281.f	3
grid.426633.6	1
grid.451746.5	1
grid.443210.0	61
grid.470665.6	8
grid.449641.a	74
grid.421455.3	12
grid.439997.9	2
grid.418957.6	226
grid.264262.6	385
grid.498575.2	211
grid.418537.c	236
grid.240736.4	160
grid.431296.b	5
grid.425071.5	4
grid.413445.3	6
grid.495212.9	3
grid.497649.1	1
grid.439642.e	143
grid.421612.2	52
grid.452493.d	137
grid.444942.b	24
grid.457593.9	4
grid.439648.4	12
grid.494701.f	143
grid.417040.6	119
grid.488596.e	129
grid.444935.b	565
grid.483027.a	8
grid.502740.4	59
grid.20736.30	11982
grid.18999.30	3116
grid.488769.c	34
grid.424498.7	5
grid.465216.2	189
grid.476460.7	1201
grid.442046.0	10
grid.426690.f	4
grid.416358.d	15
grid.474095.b	6
grid.473578.a	3
grid.505842.e	1
grid.469854.2	93
grid.442588.7	14
grid.443670.2	14
grid.448728.5	28
grid.429572.f	12
grid.488438.b	12
grid.426577.5	95
grid.433801.d	187
grid.256112.3	3670
grid.443192.9	25
grid.258223.c	31
grid.255244.0	50
grid.467742.4	2
grid.472621.4	1
grid.434444.7	33
grid.435473.2	59
grid.460949.6	23
grid.418100.c	14
grid.433033.4	9
grid.495588.d	1
grid.437564.7	188
grid.412960.8	459
grid.443016.4	368
grid.436923.9	872
grid.470262.5	64
grid.505638.d	2
grid.499009.d	1
grid.470043.4	4
grid.504103.3	1
grid.497687.3	1
grid.489378.9	1
grid.488861.b	2
grid.450215.7	3
grid.474204.1	2
grid.508958.9	1
grid.473843.f	1
grid.511381.f	4
grid.492779.6	3
grid.463733.6	1
grid.512092.d	1
grid.463167.1	3
grid.458418.4	4
grid.507579.9	184
grid.483926.2	13
grid.480035.a	17
grid.490080.5	10
grid.422396.8	7
grid.453926.f	7
grid.417092.9	554
grid.422288.6	175
grid.412523.3	3411
grid.461312.3	320
grid.481616.c	17
grid.415795.b	33
grid.445589.1	3
grid.422860.a	1
grid.450712.5	1
grid.422721.0	1
grid.449878.e	21
grid.476041.0	40
grid.482864.4	57
grid.503074.5	24
grid.494415.9	2
grid.475761.6	2
grid.471197.d	458
grid.412435.5	143
grid.479509.6	1381
grid.413438.9	281
grid.411991.5	1014
grid.412597.c	250
grid.437157.3	1
grid.490471.f	9
grid.454598.1	8
grid.420941.a	3
grid.426160.7	1
grid.438992.d	2
grid.460324.7	1
grid.420211.4	26
grid.424520.5	269
grid.467063.0	941
grid.18038.32	647
grid.469620.f	84
grid.490159.0	44
grid.467260.1	7
grid.426229.9	6
grid.449869.e	3
grid.470702.6	1
grid.442411.6	61
grid.416705.1	12
grid.433062.0	16
grid.435881.3	13
grid.473928.3	8
grid.488481.9	2
grid.442591.f	9
grid.443078.c	688
grid.448773.b	94
grid.480205.b	7
grid.496432.e	35
grid.440453.2	6
grid.492930.5	1
grid.475706.7	1
grid.494894.c	3
grid.509362.b	11
grid.430697.f	5
grid.465920.c	23
grid.504447.6	1
grid.500171.2	2
grid.509735.d	18
grid.467111.4	35
grid.414343.5	39
grid.476143.3	4
grid.171588.2	78
grid.419977.5	10
grid.482203.f	78
grid.419648.6	534
grid.418910.5	456
grid.413932.e	398
grid.494807.6	75
grid.437854.9	60
grid.421996.1	1
grid.500769.d	2
grid.473456.7	6
grid.481241.a	3
grid.445367.7	1
grid.418746.8	83
grid.501547.2	38
grid.512366.5	12
grid.448971.7	15
grid.486824.4	15
grid.491986.b	7
grid.464027.3	137
grid.498633.3	197
grid.466862.8	13
grid.509308.7	16
grid.463739.c	17
grid.469410.e	46
grid.91714.3a	585
grid.168645.8	7422
grid.264580.d	1749
grid.443424.1	10
grid.499278.9	126
grid.512837.a	47
grid.446793.b	3
grid.495551.9	1
grid.453930.8	4
grid.511544.0	1
grid.510714.6	1
grid.425476.6	2
grid.442586.9	27
grid.511752.5	3
grid.465501.3	2
grid.455320.5	1
grid.470364.2	1
grid.474210.4	1
grid.433190.c	8
grid.465176.7	39
grid.481538.3	10
grid.466377.7	6
grid.450096.e	1
grid.418614.e	19
grid.416620.7	111
grid.433430.3	92
grid.511756.1	2
grid.433341.2	25
grid.502614.4	22
grid.413871.8	178
grid.419092.7	2488
grid.454835.b	113
grid.34517.34	1533
grid.510993.7	135
grid.449441.8	81
grid.443752.3	13
grid.262714.4	218
grid.418712.9	727
grid.424971.d	47
grid.504964.a	5
grid.479082.0	3
grid.480582.3	1
grid.465185.b	1
grid.433849.1	20
grid.446102.5	12
grid.443513.4	1
grid.505418.d	11
grid.461222.1	2
grid.508178.3	4
grid.484420.e	401
grid.414094.c	1096
grid.452652.2	181
grid.507397.f	61
grid.420020.4	429
grid.7779.e	596
grid.501325.0	7
grid.421331.6	4
grid.495815.4	2
grid.485127.d	1
grid.503672.5	1
grid.430535.4	4
grid.505849.5	10
grid.470676.4	1
grid.496863.6	5
grid.461511.6	1
grid.447925.9	9
grid.419168.3	163
grid.475663.5	13
grid.413951.b	11
grid.459872.5	43
grid.441726.2	63
grid.487295.5	1
grid.512868.0	54
grid.444161.2	1328
grid.411779.d	1438
grid.421143.1	223
grid.454286.9	28
grid.489762.6	3
grid.511943.b	2
grid.428861.1	1
grid.483230.e	1
grid.465369.b	22
grid.461726.0	6
grid.421981.7	58
grid.469206.f	6
grid.509482.2	5
grid.433827.9	17
grid.287260.9	194
grid.497629.7	8
grid.410912.f	205
grid.458483.6	296
grid.439640.c	67
grid.266229.b	186
grid.504891.1	5
grid.431623.1	1
grid.433053.2	2
grid.451843.f	5
grid.437114.4	26
grid.417510.6	1
grid.476711.2	11
grid.453880.2	4
grid.436720.4	2
grid.498635.5	15
grid.454270.0	181
grid.470982.0	175
grid.480420.a	40
grid.490142.a	43
grid.509852.3	104
grid.497420.c	7161
grid.460540.3	45
grid.503305.0	203
grid.273206.2	352
grid.412801.e	4085
grid.22069.3f	11176
grid.475973.b	5
grid.445077.5	2
grid.476380.e	1
grid.457253.2	1
grid.470836.e	2
grid.442937.f	44
grid.451810.9	11
grid.503234.3	52
grid.488472.5	8
grid.503082.c	6
grid.466262.2	8
grid.488857.e	115
grid.463743.1	55
grid.450965.b	31
grid.425014.6	151
grid.508070.a	182
grid.464057.4	55
grid.506385.d	4
grid.497064.8	8
grid.501294.b	1
grid.495886.e	1
grid.500981.5	1
grid.492906.0	18
grid.445640.7	27
grid.444012.7	55
grid.488269.9	13
grid.416795.8	54
grid.421463.6	2
grid.440934.e	231
grid.413111.7	233
grid.471099.2	234
grid.476573.4	17
grid.423619.b	64
grid.417586.9	118
grid.442826.e	3
grid.422847.f	1
grid.419780.3	2
grid.430315.0	2
grid.431702.3	1
grid.479429.5	10
grid.478156.9	2
grid.22589.34	3
grid.498117.2	1
grid.441368.c	2
grid.503320.7	30
grid.439463.f	9
grid.469419.7	11
grid.417432.7	6
grid.508465.a	4
grid.488942.b	5
grid.419535.f	92
grid.461760.2	176
grid.429635.f	38
grid.440160.7	209
grid.489422.1	1
grid.419857.6	210
grid.449683.4	258
grid.411827.9	713
grid.440620.4	148
grid.420172.2	3
grid.441252.4	122
grid.448558.0	46
grid.510505.4	13
grid.489357.4	12
grid.491121.e	3
grid.429175.c	3
grid.451978.6	1
grid.474409.a	1
grid.431310.4	9
grid.465254.4	46
grid.479241.d	6
grid.432304.2	1
grid.510385.a	39
grid.465169.9	3
grid.512665.3	114
grid.148374.d	6144
grid.255368.f	30
grid.440467.5	27
grid.468494.3	106
grid.496667.c	10
grid.473416.3	6
grid.432271.1	6
grid.493242.a	2
grid.436472.0	4
grid.467541.5	6
grid.423727.7	12
grid.509313.d	2
grid.442462.2	16
grid.475487.d	2
grid.442078.d	6
grid.444000.4	165
grid.445470.6	7
grid.510910.c	104
grid.507163.6	12
grid.464098.7	12
grid.512473.6	32
grid.415919.1	112
grid.445057.7	131
grid.280881.b	217
grid.476830.e	41
grid.432925.b	70
grid.444113.7	32
grid.463258.e	3
grid.479303.a	3
grid.473349.e	1
grid.448161.e	1
grid.507395.d	28
grid.467535.6	3
grid.419283.5	6
grid.493239.6	1
grid.468710.c	1
grid.473887.7	2
grid.488557.3	208
grid.499282.c	18
grid.426594.8	103
grid.428299.c	67
grid.442194.e	17
grid.464802.c	30
grid.506930.9	238
grid.477259.a	155
grid.423217.1	138
grid.459623.f	476
grid.418189.d	1527
grid.4756.0	1377
grid.415052.7	530
grid.410834.a	513
grid.440548.9	537
grid.509583.2	49
grid.489603.0	5
grid.489362.2	2
grid.510363.2	10
grid.494672.a	1
grid.429532.b	5
grid.476617.5	2
grid.507876.b	72
grid.480159.1	10
grid.455016.3	2
grid.495194.4	7
grid.508438.2	5
grid.452325.7	23
grid.104887.2	355
grid.448640.a	267
grid.417887.5	159
grid.472639.d	244
grid.462299.2	342
grid.488931.f	13
grid.499497.e	4
grid.467622.3	1
grid.505157.3	1
grid.465070.0	74
grid.415319.b	8
grid.452495.b	79
grid.466486.e	33
grid.506761.3	17
grid.512017.0	7
grid.98622.37	3315
grid.424871.c	64
grid.488331.5	71
grid.512382.f	81
grid.412328.e	515
grid.417971.d	10016
grid.485023.8	1
grid.506562.2	7
grid.507557.5	2
grid.509599.9	7
grid.490246.d	1
grid.461068.d	1
grid.480965.6	9
grid.422705.6	30
grid.457031.4	11
grid.457255.4	4
grid.487933.2	1
grid.480058.1	1
grid.472757.4	169
grid.460067.3	17
grid.475561.4	2
grid.462507.2	12
grid.490131.e	1
grid.499084.8	9
grid.425335.6	48
grid.412361.3	501
grid.1214.6	696
grid.260917.b	2826
grid.509737.f	1062
grid.472431.7	287
grid.431115.3	1
grid.500736.7	1
grid.453941.e	1
grid.512648.c	19
grid.454883.6	8
grid.450462.1	3
grid.488318.e	7
grid.509074.f	3
grid.460856.9	11
grid.459767.e	53
grid.430330.7	8
grid.507959.7	34
grid.503177.7	74
grid.512375.7	46
grid.442592.c	186
grid.445533.0	228
grid.425358.d	680
grid.473331.1	343
grid.262041.3	38
grid.459796.0	51
grid.502462.7	1
grid.466087.b	1
grid.458951.4	1
grid.423302.4	2
grid.455214.3	1
grid.474447.0	200
grid.414744.6	100
grid.474860.9	19
grid.504133.0	3
grid.510021.7	22
grid.500602.1	3
grid.416739.e	11
grid.459966.1	85
grid.22058.3d	16
grid.469821.0	45
grid.453379.f	96
grid.428220.e	42
grid.416241.4	319
grid.508684.7	34
grid.444764.1	242
grid.415413.6	235
grid.459335.d	69
grid.454092.e	16
grid.497787.2	8
grid.452082.9	26
grid.488590.8	4
grid.464006.0	1
grid.502201.4	1
grid.429723.9	62
grid.451515.1	22
grid.420742.7	289
grid.512322.5	38
grid.483945.7	40
grid.464550.6	23
grid.419246.c	397
grid.445423.0	207
grid.79740.3d	371
grid.253245.7	538
grid.491358.2	14
grid.473635.0	37
grid.490454.8	5
grid.453322.1	9
grid.487629.6	2
grid.477990.4	2
grid.431896.1	1
grid.448574.e	16
grid.418435.f	11
grid.410909.5	29
grid.424185.e	3
grid.468864.0	5
grid.420768.f	11
grid.476731.0	6
grid.483648.5	2
grid.480217.8	20
grid.442074.1	46
grid.488187.a	66
grid.440235.4	17
grid.466590.8	1
grid.410381.f	924
grid.445635.5	744
grid.272264.7	2547
grid.487412.c	108
grid.418975.6	991
grid.511279.9	1
grid.437356.0	26
grid.420076.7	7
grid.419825.3	5
grid.423059.9	1
grid.413687.f	1
grid.19241.3f	1
grid.488246.4	27
grid.465282.f	88
grid.488434.7	19
grid.495288.a	17
grid.475896.1	5
grid.431515.7	3
grid.15485.3d	6149
grid.507674.7	35
grid.489150.1	46
grid.253363.2	1090
grid.20627.31	4363
grid.34538.39	2388
grid.282405.9	2
grid.488545.0	8
grid.421536.7	2
grid.492448.7	1
grid.460903.8	8
grid.434762.0	1
grid.492253.b	6
grid.429811.7	8
grid.425883.0	39
grid.474555.2	2
grid.412986.0	989
grid.512965.c	120
grid.413750.4	137
grid.462825.f	222
grid.423055.5	50
grid.502014.2	6
grid.420237.0	89
grid.414805.c	22
grid.462882.2	7
grid.412855.f	528
grid.10702.34	3074
grid.471866.a	27
grid.455353.1	2
grid.494961.7	1
grid.499534.6	4
grid.424009.b	2
grid.477359.b	15
grid.467274.4	13
grid.421228.f	5
grid.446435.4	16
grid.507843.d	2
grid.505133.1	5
grid.14003.36	34290
grid.503246.6	231
grid.419794.6	653
grid.508373.a	193
grid.240267.5	676
grid.267042.5	43
grid.432732.3	16
grid.487350.d	1
grid.506386.e	6
grid.427533.4	2
grid.469072.e	2
grid.473706.1	27
grid.465963.b	11
grid.458384.6	4
grid.424064.0	3
grid.436325.5	10
grid.473726.3	1
grid.413159.b	24
grid.455015.0	5
grid.502017.1	12
grid.433126.1	2
grid.480402.a	10
grid.456376.5	2
grid.483674.a	55
grid.414223.2	107
grid.412431.1	575
grid.477623.3	387
grid.452341.5	72
grid.414384.e	83
grid.436756.5	4
grid.499678.d	2
grid.472650.2	1
grid.467789.3	11
grid.489670.4	2
grid.490058.0	8
grid.423013.7	4
grid.450741.3	6
grid.497667.d	2
grid.439069.1	9
grid.426448.8	2
grid.487440.b	3
grid.417452.1	2
grid.454055.5	14
grid.431991.7	10
grid.412143.1	252
grid.483628.3	149
grid.39936.36	1763
grid.419481.1	2966
grid.443960.c	73
grid.416863.e	53
grid.434457.5	23
grid.465265.6	3
grid.492523.b	1
grid.450604.3	1
grid.461187.d	1
grid.457044.6	183
grid.412941.b	101
grid.440566.5	10
grid.476815.9	11
grid.464999.f	15
grid.423172.1	3
grid.488501.0	641
grid.457026.2	194
grid.283061.e	903
grid.503238.f	143
grid.448725.8	602
grid.470212.2	1753
grid.499961.a	38
grid.489329.d	1
grid.479148.7	10
grid.470192.9	6
grid.483002.d	1
grid.450477.5	1
grid.459669.1	489
grid.462264.0	328
grid.513026.3	36
grid.482359.1	76
grid.413164.5	21
grid.459785.2	56
grid.436559.8	369
grid.449604.b	235
grid.493088.e	297
grid.123047.3	2211
grid.463918.1	88
grid.266239.a	3177
grid.475288.4	6
grid.466332.6	1
grid.461599.6	55
grid.434606.3	32
grid.478107.d	5
grid.434543.1	14
grid.511138.f	3
grid.471752.2	4
grid.441899.9	207
grid.463608.f	56
grid.480443.f	39
grid.489280.f	113
grid.473638.d	50
grid.468161.c	23
grid.257425.3	265
grid.484618.7	22
grid.415702.5	99
grid.441662.3	1927
grid.500042.3	123
grid.215654.1	22018
grid.510479.e	3
grid.497913.1	1
grid.509639.0	2
grid.512211.4	29
grid.487156.9	6
grid.508107.b	3
grid.492833.7	2
grid.491873.0	15
grid.30390.39	332
grid.512035.0	95
grid.482750.c	5
grid.510015.0	4
grid.462469.b	85
grid.449220.9	28
grid.462215.6	101
grid.446043.1	126
grid.506581.f	106
grid.475243.3	26
grid.414966.8	3650
grid.239424.a	2338
grid.476712.1	1
grid.465469.c	1
grid.425303.3	1
grid.426459.8	1
grid.419965.6	11
grid.444833.c	2
grid.421468.d	4
grid.460509.e	1
grid.475775.3	3
grid.491791.3	2
grid.440492.f	7
grid.414361.5	31
grid.502158.b	83
grid.430400.3	12
grid.498680.b	7
grid.410873.9	57
grid.100572.1	139
grid.419039.6	82
grid.452731.6	110
grid.420232.5	433
grid.413110.6	1347
grid.449678.0	44
grid.453787.a	1
grid.453100.3	2
grid.445563.5	21
grid.455930.e	11
grid.441446.7	2
grid.497613.e	2
grid.509425.f	3
grid.420909.6	1
grid.15751.37	3453
grid.451012.3	909
grid.507553.1	144
grid.415948.5	33
grid.424512.4	79
grid.466267.7	12
grid.421534.5	83
grid.412404.7	833
grid.412449.e	4079
grid.251612.3	614
grid.511033.5	306
grid.474943.9	24
grid.486902.1	2
grid.447015.3	2
grid.424004.6	3
grid.462485.9	1
grid.473740.3	19
grid.443425.0	87
grid.481776.b	18
grid.432087.a	24
grid.497343.e	3
grid.410605.6	1
grid.418858.8	962
grid.464864.c	10
grid.440564.7	1759
grid.466501.0	64
grid.461794.9	238
grid.507065.1	34
grid.504844.9	4
grid.495675.c	2
grid.467880.5	7
grid.442112.0	3
grid.299284.c	1
grid.454001.4	1
grid.508295.3	4
grid.512447.1	23
grid.431405.7	18
grid.422979.3	1
grid.444417.6	3
grid.471597.9	3
grid.507151.7	2
grid.445629.8	15
grid.495767.e	21
grid.410984.0	17
grid.432242.1	18
grid.443725.3	5
grid.266150.6	277
grid.449852.6	556
grid.419384.3	357
grid.424910.a	98
grid.501257.4	52
grid.208226.c	4082
grid.490129.7	3
grid.478264.b	2
grid.451586.b	3
grid.450176.1	1
grid.424607.3	10
grid.510685.f	24
grid.450272.6	701
grid.414395.e	97
grid.509274.d	283
grid.440485.9	799
grid.411822.c	1146
grid.490121.f	11
grid.421089.6	12
grid.461109.b	3
grid.443697.b	47
grid.495499.c	64
grid.471761.2	77
grid.499271.0	4
grid.510361.0	37
grid.267902.8	17
grid.413998.e	83
grid.472981.1	89
grid.413305.0	1034
grid.218430.c	1560
grid.251973.b	460
grid.410722.2	603
grid.467501.1	1
grid.488043.3	2
grid.475018.f	1
grid.428186.1	2
grid.448609.7	6
grid.461116.5	1
grid.465608.9	1
grid.466539.b	5
grid.468920.1	9
grid.420363.0	13
grid.490908.c	2
grid.442482.c	6
grid.503154.6	34
grid.425934.d	35
grid.445167.5	2
grid.445357.4	143
grid.418805.0	34
grid.483325.b	99
grid.417937.f	26
grid.420524.5	50
grid.414044.1	59
grid.432841.8	26
grid.412342.2	1175
grid.444148.9	231
grid.469574.d	29
grid.460388.1	2
grid.418776.b	1
grid.466759.f	2
grid.510774.0	2
grid.497029.1	2
grid.427130.3	1
grid.448157.b	4
grid.419999.5	17
grid.483494.6	1
grid.490236.a	11
grid.457846.c	2
grid.506275.3	5
grid.450006.7	34
grid.418800.5	928
grid.472293.9	310
grid.465444.3	169
grid.504584.8	127
grid.436179.e	33
grid.412156.5	8
grid.421728.a	7
grid.462355.3	2
grid.432676.2	1
grid.492734.f	22
